latitude;longitude;altitude;geometry;@id;amenity;cuisine;name;source;contact:website;description;diet:vegan;diet:vegetarian;addr:housenumber;wikidata;contact:city;contact:housenumber;contact:phone;contact:postcode;contact:street;opening_hours;wheelchair;shop;opening_hours:covid19;email;phone;ref:FR:SIRET;source:date;website;indoor;level;capacity;start_date;takeaway;outdoor_seating;delivery;internet_access;smoking;ref:FR:NAF;ref:FR:SIREN;ref:vatin;currency:XLT;payment:cash:XLT-STUK;takeaway:covid19;addr:city;addr:postcode;addr:street;name:en;name:fr;check_date:diet:vegetarian;name:de;contact:email;delivery:covid19;description:covid19;facebook;instagram;survey:date;access:covid19;check_date:opening_hours;diet:kosher;diet:pescetarian;internet_access:fee;contact:facebook;contact:instagram;office;diet:halal;diet:meat;strapline;air_conditioning;lgbtq;reservation
48.5849082;7.7384942;;Point;node/7902522225;restaurant;;Les petites cantines;survey;;;;;;;;;;;;;;;;strasbourg@lespetitescantines.org;+33 9 88 05 57 02;;;https://strasbourg.lespetitescantines.org/;;;;;;;;;;;;;;;;;;;;;;;;;;;;2021-08-12;;;;;;https://www.facebook.com/LesPetitesCantinesStrasbourg;https://www.instagram.com/lpc_strasbourg/;association;;;;;;
48.5821189;7.7431897;;Point;node/8042926720;restaurant;japanese;Yaki House;;;;;yes;51 bis;;;;;;;Tu-Sa 12:00-15:00, 17:00-21:00;;;;;+33 7 67 90 80 88;;;https://yakihouse.fr/;;;;;;;;;;;;;;;;Strasbourg;67000;Rue du Fossé des Tanneurs;;;;;;;;https://www.facebook.com/YakiHouseRestaurant/;https://www.instagram.com/yakihouserestaurant/;;;;;;;;;;yes;yes;;;;
48.583498;7.7440542;;Point;node/8733850097;restaurant;chinese;AMIS 朋友川;;;;;;;;;16;;67000;Rue du Fossé des Tanneurs;Mo-Su 11:30-14:45,18:00-22:45;;;;;+33390234974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48.5840364;7.7436766;;Point;node/8953179201;restaurant;"chinese;baozi";Ô Baozi;;;;;;;;;49;;67000;Rue du Jeu des Enfants;Tu-Sa 12:00-14:00,18:00-21:00;yes;;;;+33 9 86 60 88 88;;;http://www.obaozi.fr/;;;;;yes;yes;"deliveroo;ubereats";wlan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fresh Natural Original;;;
48.582422;7.7461626;;Point;node/8974736669;restaurant;;Le Café Potager;;;;yes;yes;5;;;;;;;"Mo-Sa 09:00-19:00; Su 10:00-17:00; PH off";;;;cafepotager@icloud.com;;;;https://www.lecafepotager.com/;;;;;;;;;;;;;;;;Strasbourg;67000;Rue des Francs-Bourgeois;;;;;;;;;;;;;;;;;;;;;;;;
48.582455;7.7361868;;Point;node/8977855847;restaurant;chinese;Wok Six Couleurs;;;;;;;;;;;;;;;;;;+33 3 90 40 84 36;;;http://woksixcouleurs.fr/;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;;
48.5854789;7.7379102;;Point;node/8986803415;restaurant;african;Chez Ani;;;;;;;;Strasbourg;26;;67000;Rue Thiergarten;"Tu-Th 18:30-22:00; Fr-Sa 11:30-14:30,18:30-22:00";no;;;;+33 7 69 03 11 11;;;https://restaurant-chez-ani.fr/;;;;;yes;no;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;welcome;yes
48.5849863;7.7370476;;Point;node/9002151506;restaurant;indian;Restaurant Gandhi;survey;;;;;;;;;;;;Mo-Su 11:45-14:30, 18:30-23:30;;;;;+33 3 88 22 55 10;;;https://www.gandhi-strasbourg.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;;2021-08-12;;;;;;;;;;;;;;
48.5823775;7.7405219;;Point;node/9009508383;restaurant;caribbean;La Case de L'Isle Bourbon;survey;;;;;;;;;;;;"Tu-Th 12:00-14:00, 19:00-22:00; Fr,Sa 12:00-14:00, 19:00-23:00";;;;;+33 3 88 32 60 93;;;https://restaurant-la-case-de-lisle-bourbon.business.site/;;0;;;;;;;;;;;;;;;;;;;;;;;;;;2021-08-19;;;;;;;;;;;;;;
48.5826115;7.7415686;;Point;node/9017968625;restaurant;italian;Spuntino;survey;;;;;;;;;;;;;;;;;;88105525500023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2021-08-18;;;;;;;;;;;;;;
48.5838087;7.7434493;;Point;node/9019330329;restaurant;;Brasserie l'Ours Blanc;survey;;;;;;;;;;;;Mo-Sa 11:30-15:00, 18:30-23:00;yes;;;;+33 3 88 21 94 52;;;https://www.facebook.com/brasserieoursblanc;;0;112;;;yes;;;outside;;;;;;;;;;;;;;;;;https://www.facebook.com/brasserieoursblanc;https://www.instagram.com/brasserieoursblanc/;2021-08-18;;;;;;;;;;;;;;
48.5824275;7.7402457;;Point;node/9021990975;restaurant;;Les Saveurs du Midi;survey;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;2021-08-19;;;;;;;;;;;;;;
48.5823029;7.7413747;;Point;node/9021990980;restaurant;regional;Mama Roux;survey;;;;;;;;;;;;;;;;;;85188757000014;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;2021-08-19;;;;;;;;;;;;;;
48.5834264;7.7439956;;Point;node/9023010239;restaurant;chinese;Sichuan;survey;;;;;;;;;;;;Tu-Su 12:00-14:30, 19:00-22:30;;;;strasbourg@restaurant-sichuan.fr;+33 3 88 22 18 18;;2021-08-18;https://restaurant-sichuan.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48.5866067;7.7430958;;Point;node/9023166708;restaurant;;Streeat;survey;;;;;;;;;;;;;;;;;;;2021-08-18;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.facebook.com/streeat2012/;;;;;;;;;;;;;;;;
48.5839982;7.7377286;;Point;node/9248681017;restaurant;;Le Mun;;;;;;4;;;;;;;;;;;restaurant@lemuns.fr;+33953429558;;;https://lemuns.fr;;;;;;;;;;;;;;;;;67000;Rue Thiergarten;;Le Mun's;;;;;;;;;;;;;;;;;;;;;;
48.5834901;7.7381168;;Point;node/9405318066;restaurant;bagel;Air Bagels;survey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022-01-09;;;;;;;;;;;;;;
